,,timestamp,duration,training_speed,epochs,iterations,samples,training_rmse,training_logloss,training_r2,training_classification_error,validation_rmse,validation_logloss,validation_r2,validation_classification_error
0,,2018-10-15 01:26:40, 0.000 sec,,0.0,0,0.0,,,,,,,,
1,,2018-10-15 01:26:40, 0.859 sec,169875 obs/sec,1.0785714285714285,1,1359.0,0.40205881817830263,0.48289028940046497,0.7806176911100912,0.18253968253968253,0.4387824807282707,0.5817340697722035,0.7746702590089976,0.21221864951768488
2,,2018-10-15 01:26:40, 0.929 sec,186197 obs/sec,10.492063492063492,10,13220.0,0.27858129082669514,0.22277817842154332,0.8946762503289443,0.0992063492063492,0.32461322816245713,0.30270955004523337,0.8766746415811882,0.13504823151125403
