,,timestamp,duration,number_of_trees,training_rmse,training_logloss,training_classification_error,validation_rmse,validation_logloss,validation_classification_error
0,,2018-10-15 01:28:07, 1 min 25.520 sec,0.0,0.75,1.386294361119894,0.4666666666666667,0.75,1.3862943611198935,0.49517684887459806
1,,2018-10-15 01:28:07, 1 min 25.536 sec,5.0,0.5575239308833253,0.8256020172797282,0.1634920634920635,0.5718490409359421,0.8603949028233163,0.1864951768488746
2,,2018-10-15 01:28:07, 1 min 25.552 sec,10.0,0.43810154996688966,0.5727523094060385,0.15158730158730158,0.4606307229168734,0.6166871415974378,0.18006430868167203
3,,2018-10-15 01:28:07, 1 min 25.568 sec,15.0,0.36628602537780225,0.42751416105170353,0.12301587301587301,0.39550110220867507,0.4786087372644258,0.13504823151125403
4,,2018-10-15 01:28:07, 1 min 25.585 sec,20.0,0.31870022311267665,0.3365035167429532,0.09761904761904762,0.3507198346819873,0.3884686355887633,0.1189710610932476
5,,2018-10-15 01:28:07, 1 min 25.603 sec,25.0,0.28501550465360764,0.2756215351700709,0.0626984126984127,0.31842198739363153,0.32670784062065156,0.09003215434083602
6,,2018-10-15 01:28:07, 1 min 25.619 sec,30.0,0.2596036065404793,0.2309579840442883,0.05793650793650794,0.29397371974483727,0.2803162201166611,0.08038585209003216
7,,2018-10-15 01:28:07, 1 min 25.636 sec,35.0,0.23967046556626057,0.19895486771817095,0.05476190476190476,0.27457003653031786,0.24655511664039373,0.08038585209003216
8,,2018-10-15 01:28:07, 1 min 25.654 sec,40.0,0.22385980092032112,0.17624254967410546,0.04365079365079365,0.2593035759856779,0.22259142196755607,0.06430868167202572
9,,2018-10-15 01:28:07, 1 min 25.672 sec,45.0,0.20804341037009527,0.1558278418234319,0.030952380952380953,0.24576278537539004,0.2025585686638813,0.06109324758842444
10,,2018-10-15 01:28:07, 1 min 25.721 sec,50.0,0.1928467605200994,0.13808196409142703,0.022222222222222223,0.2333190466324676,0.18551563742700755,0.04823151125401929
11,,2018-10-15 01:28:07, 1 min 25.739 sec,55.0,0.17986681428067328,0.1235932809244877,0.020634920634920634,0.2228858454195961,0.1716864819480648,0.04180064308681672
12,,2018-10-15 01:28:07, 1 min 25.756 sec,60.0,0.16852079301322825,0.11195500206568097,0.016666666666666666,0.2131141797659913,0.15944297579523284,0.03536977491961415
13,,2018-10-15 01:28:07, 1 min 25.773 sec,65.0,0.1579997006921895,0.1014201047243477,0.01507936507936508,0.20290765617587844,0.14708238689906655,0.03215434083601286
14,,2018-10-15 01:28:07, 1 min 25.791 sec,70.0,0.14634273052731195,0.09080988454314917,0.01507936507936508,0.19317924605500714,0.13575057799641657,0.03215434083601286
15,,2018-10-15 01:28:07, 1 min 25.807 sec,75.0,0.13747734817837623,0.08261866507516107,0.010317460317460317,0.18647426264532327,0.1274585162135648,0.03215434083601286
16,,2018-10-15 01:28:07, 1 min 25.825 sec,80.0,0.13082815021355962,0.07653739442556509,0.010317460317460317,0.18185545796298172,0.12166388674817462,0.03215434083601286
17,,2018-10-15 01:28:07, 1 min 25.843 sec,85.0,0.12437476323172768,0.07049379323933967,0.007936507936507936,0.17731691425335355,0.11580727109929471,0.028938906752411574
18,,2018-10-15 01:28:08, 1 min 25.862 sec,90.0,0.11788041760729732,0.06494495387342926,0.007142857142857143,0.173438275692835,0.11114624002707242,0.028938906752411574
19,,2018-10-15 01:28:08, 1 min 25.880 sec,95.0,0.11231025054918858,0.06028427141862057,0.007142857142857143,0.17099962963109036,0.10811796533012848,0.028938906752411574
20,,2018-10-15 01:28:08, 1 min 25.899 sec,100.0,0.10687500726643694,0.05585214984576783,0.007142857142857143,0.16953147804857,0.10657597904349081,0.028938906752411574
21,,2018-10-15 01:28:08, 1 min 25.918 sec,105.0,0.10233471056842053,0.05204317203531724,0.005555555555555556,0.1672801002231606,0.10407809194000898,0.02572347266881029
22,,2018-10-15 01:28:08, 1 min 25.936 sec,110.0,0.09808331009081203,0.04894034509827719,0.005555555555555556,0.1649948533589855,0.10123293471714029,0.02572347266881029
23,,2018-10-15 01:28:08, 1 min 25.954 sec,115.0,0.09433429987728802,0.046106901227505576,0.005555555555555556,0.1633438859637011,0.09915464666120936,0.02572347266881029
24,,2018-10-15 01:28:08, 1 min 25.973 sec,120.0,0.08984023541201858,0.04326807834708734,0.005555555555555556,0.16126584227581772,0.09634616171898566,0.02572347266881029
25,,2018-10-15 01:28:08, 1 min 25.991 sec,125.0,0.08670371576615662,0.04092883140665084,0.005555555555555556,0.1601354507250309,0.09496519043137806,0.02572347266881029
26,,2018-10-15 01:28:08, 1 min 26.009 sec,130.0,0.08354635305045584,0.03874762870313968,0.005555555555555556,0.15857242411427544,0.09276281941719766,0.02572347266881029
27,,2018-10-15 01:28:08, 1 min 26.028 sec,135.0,0.08003474280918856,0.036535307946034656,0.004761904761904762,0.15687211904830026,0.09109447798125243,0.02572347266881029
28,,2018-10-15 01:28:08, 1 min 26.047 sec,140.0,0.07728387827622316,0.03472848766696659,0.004761904761904762,0.15557464145800654,0.08979580831626449,0.022508038585209004
29,,2018-10-15 01:28:08, 1 min 26.065 sec,145.0,0.07471715386692153,0.03305100090314971,0.0015873015873015873,0.1543876648543739,0.08836722568803718,0.022508038585209004
30,,2018-10-15 01:28:08, 1 min 26.084 sec,150.0,0.0723214249792125,0.03135288136266033,0.0015873015873015873,0.15313569350976644,0.08695879699200208,0.022508038585209004
31,,2018-10-15 01:28:08, 1 min 26.104 sec,155.0,0.06995889053936842,0.02979147585772533,0.0015873015873015873,0.1521317941800867,0.08594772047190745,0.022508038585209004
