,,timestamp,duration,number_of_trees,training_rmse,training_logloss,training_auc,training_lift,training_classification_error,validation_rmse,validation_logloss,validation_auc,validation_lift,validation_classification_error
0,,2018-10-15 00:25:47,18.534 sec,0.0,0.4292864158784627,0.5552555626981938,0.5,1.0,0.7563458077328865,0.4306029475160569,0.5577567789375473,0.5,1.0,0.7541377132027796
1,,2018-10-15 00:25:48,18.842 sec,5.0,0.3932985192807722,0.4791978588142689,0.843865219534223,4.002525830022601,0.215881586296779,0.4074996489517102,0.5069703069783034,0.7610560954103911,3.2538540596094556,0.2689829437776374
2,,2018-10-15 00:25:48,19.182 sec,10.0,0.3714869900851297,0.4354992521863765,0.8663113981848742,4.091470848467547,0.197263079501024,0.3975010031168096,0.48455682257906507,0.7696234415669724,2.897963771839671,0.2963992419456728
3,,2018-10-15 00:25:48,19.525 sec,15.0,0.35615880051915094,0.40551372621971243,0.8820569897539536,4.091470848467547,0.18047539254018494,0.39164177193433164,0.47066927944519044,0.7793746191568393,3.15217112024666,0.2739102969046115
4,,2018-10-15 00:25:49,19.885 sec,20.0,0.34472738384259255,0.3835645611590314,0.8944735734498411,4.104177279673968,0.1584434928318749,0.3892153528959711,0.46428666210311575,0.7831634221139471,3.101329650565262,0.2620341124447252
5,,2018-10-15 00:25:49,20.269 sec,25.0,0.3331053012446,0.3619430807474531,0.9098756369424156,4.104177279673968,0.1461552783466766,0.3861481966738202,0.4569484596473837,0.7905765089481678,3.3555369989722506,0.28439671509791536
6,,2018-10-15 00:25:49,20.591 sec,30.0,0.3234318534406176,0.34504183279717865,0.9214663158353225,4.104177279673968,0.13706324086141625,0.385133809736548,0.45480065350246335,0.7915339652266412,3.304695529290853,0.26418193303853443
7,,2018-10-15 00:25:50,20.916 sec,35.0,0.3162830091057089,0.33289207041183844,0.9294863765666304,4.104177279673968,0.12772295661887917,0.3847287607080071,0.4541290636994507,0.7915241078563328,3.2538540596094556,0.24939987365761213
8,,2018-10-15 00:25:50,21.249 sec,40.0,0.3064184878423502,0.31676047827296455,0.9396680239472499,4.104177279673968,0.11282815118227518,0.3832402440712032,0.4509949165108747,0.7950926050438398,3.304695529290853,0.2472520530638029
9,,2018-10-15 00:25:50,21.571 sec,45.0,0.29959529362300247,0.30568592752609647,0.9452650219885975,4.104177279673968,0.10100539936697077,0.38249654761515306,0.4494770175510075,0.7968571173743341,3.304695529290853,0.24674668351231838
10,,2018-10-15 00:25:51,21.894 sec,50.0,0.2919363315057197,0.2934696620841232,0.951385920463171,4.104177279673968,0.09439582945447775,0.3819905439502917,0.4484504852153595,0.7981160197849905,3.2538540596094556,0.2472520530638029
11,,2018-10-15 00:25:51,22.224 sec,55.0,0.2857738105519203,0.28375180133627737,0.9555955318840412,4.104177279673968,0.09042388133805002,0.38155164253425095,0.44759092491130953,0.7991146273561053,3.3555369989722506,0.26127605811749843
