,,timestamp,duration,training_speed,epochs,iterations,samples,training_rmse,training_logloss,training_r2,training_classification_error,validation_rmse,validation_logloss,validation_r2,validation_classification_error
0,,2018-10-16 16:39:23, 0.000 sec,,0.0,0,0.0,,,,,,,,
1,,2018-10-16 16:39:23, 1.368 sec,129500 obs/sec,1.0376602564102564,1,1295.0,0.5241687888536956,1.132046040837979,0.6349515542061928,0.297275641025641,0.518773698298533,1.1196431500457844,0.6433131515980353,0.28802588996763756
2,,2018-10-16 16:39:23, 1.481 sec,115839 obs/sec,10.395833333333334,10,12974.0,0.3097733022888206,0.2933182585828904,0.8725041175139776,0.11778846153846154,0.32428820437852635,0.32189818230511175,0.8606222331666432,0.12944983818770225
