,,timestamp,duration,number_of_trees,training_rmse,training_logloss,training_auc,training_lift,training_classification_error,validation_rmse,validation_logloss,validation_auc,validation_lift,validation_classification_error
0,,2018-10-12 16:48:14, 1 min  1.037 sec,0.0,,,,,,,,,,
1,,2018-10-12 16:48:14, 1 min  1.240 sec,1.0,0.49730148735019347,7.133117563501693,0.6278369121596469,1.8370582626063277,0.28231120121642167,0.5003277944218011,7.21053517331205,0.6313452336048585,1.800804801890151,0.30462741142352795
2,,2018-10-12 16:48:15, 1 min  1.488 sec,2.0,0.49680865819896947,6.629219347458883,0.6254571589009013,1.7509158735649326,0.31879995847607184,0.445501411124155,3.1609986790259357,0.6819805218938974,2.177457145739325,0.3501450006304375
3,,2018-10-12 16:48:15, 1 min  1.744 sec,3.0,0.4848785901987421,5.892040808738464,0.6418168063076501,1.8308001418734523,0.32537016299614285,0.42213301844272877,1.8011051350227738,0.7133469142004275,2.714248966590913,0.3680494263018535
4,,2018-10-12 16:48:15, 1 min  1.975 sec,4.0,0.4747048422719387,5.122742500876323,0.6478513292041024,1.840986975377254,0.33895739496418814,0.4137944884895539,1.2373054834550303,0.7257681438459812,3.0353463933575506,0.30601437397553904
5,,2018-10-12 16:48:15, 1 min  2.232 sec,5.0,0.4634121307338303,4.364890163664313,0.6580435050326718,1.9112891547834157,0.3279817307359607,0.40444849413128525,0.9582285870936376,0.741626409240406,3.086792942397509,0.3145883242970622
6,,2018-10-12 16:48:16, 1 min  2.476 sec,6.0,0.45045898461376954,3.582927609372624,0.673743708979955,1.988432625661716,0.3462189335368484,0.39767654461113844,0.7584759720658738,0.7549864266237315,3.138239491437467,0.32681881225570547
7,,2018-10-12 16:48:16, 1 min  2.776 sec,7.0,0.44081311926878525,3.099778542166906,0.6871398938915535,2.05410808193813,0.33395836027414977,0.393566774417849,0.6922007980491601,0.7636875537394721,3.17253719079744,0.2824360105913504
8,,2018-10-12 16:48:16, 1 min  3.132 sec,8.0,0.43391751527346645,2.6698575057418856,0.6964651090237508,2.088378683012216,0.3334394803044295,0.3908382793912106,0.6082729927732872,0.7704176717338069,2.983899844317592,0.288992560837221
9,,2018-10-12 16:48:16, 1 min  3.449 sec,9.0,0.428102022034548,2.290399837284197,0.7047269788156039,2.113490242170544,0.3366033688726263,0.3890508625967763,0.5880691747500884,0.7739893262647597,3.1503072004715316,0.30563611146135417
10,,2018-10-12 16:48:17, 1 min  3.733 sec,10.0,0.4216380811929873,2.0054107503724588,0.7157972190174193,2.216540216282079,0.3388901074797105,0.3866764669658081,0.5546201585739378,0.7799365377242018,3.1279501816294757,0.26554028495776066
11,,2018-10-12 16:48:17, 1 min  4.063 sec,11.0,0.417530539846075,1.7431308363932265,0.7206549306320924,2.3327510226013977,0.3330836921924733,0.3856521756099267,0.5348652689193021,0.7823358636190298,3.241132589517384,0.2756272853360232
12,,2018-10-12 16:48:17, 1 min  4.319 sec,12.0,0.41367732280967356,1.5515179978658844,0.7277606992553002,2.38005980085188,0.3302423997261723,0.38450418471898323,0.5193415115212449,0.7849765093466491,3.3440256875973016,0.28079687302988277
13,,2018-10-12 16:48:18, 1 min  4.603 sec,13.0,0.40937959933983326,1.3760816969018537,0.7352175297451518,2.4519520129774888,0.3071424131286132,0.3836361577882087,0.5133951621031424,0.7868987272626068,3.241132589517384,0.27814903543058883
14,,2018-10-12 16:48:18, 1 min  4.902 sec,14.0,0.4067621203228847,1.2373757724971661,0.7400794074663617,2.5362420074744505,0.3078690051218377,0.3837090301587877,0.4942743834948199,0.7868895221901884,3.1620805751389116,0.2652881099483041
15,,2018-10-12 16:48:22, 1 min  9.014 sec,34.0,0.38613234954067127,0.5378980705854313,0.7848517715879723,3.347888111030679,0.2915801543276829,0.3763979637135349,0.45307528974088135,0.8063859087887092,3.3440256875973016,0.2615054848064557
16,,2018-10-12 16:48:25, 1 min 12.424 sec,50.0,0.3812398569624847,0.4849718249749201,0.7969272581897512,3.474702054630326,0.28296507483962935,0.3748573780120966,0.4379770752914727,0.8117087311105863,3.498365334717177,0.27121422267053336
